,NK,NKT,CD4T,CD8T,Endothelial,Epithelial,Macrophage,Monocyte,DC,B,Plasma,Mast,Fibroblast,Pericyte
12110,NA,NA,NA,NA,IRF6,HNRNPUL1,NA,NA,NA,NA,NA,NA,LILRB3,LZTS3
12111,NA,NA,NA,NA,SERTAD4-AS1,TGFB1,NA,NA,NA,NA,NA,NA,LILRB5,BMP2
12112,NA,NA,NA,NA,TGFB2,CCDC97,NA,NA,NA,NA,NA,NA,LILRB2,PLCB4
12113,NA,NA,NA,NA,MARC1,TMEM91,NA,NA,NA,NA,NA,NA,LILRA5,FOXA2
12114,NA,NA,NA,NA,RP11-378J18.8,B9D2,NA,NA,NA,NA,NA,NA,LAIR1,FOXS1
12115,NA,NA,NA,NA,GJC2,BCKDHA,NA,NA,NA,NA,NA,NA,TTYH1,EPB41L1
12116,NA,NA,NA,NA,KCNS3,EXOSC5,NA,NA,NA,NA,NA,NA,LENG8,RP5-977B1.11
12117,NA,NA,NA,NA,CCDC121,B3GNT8,NA,NA,NA,NA,NA,NA,LENG9,JPH2
12118,NA,NA,NA,NA,RP11-490M8.1,ATP5SL,NA,NA,NA,NA,NA,NA,LILRA2,PI3
12119,NA,NA,NA,NA,TMEM178A,AC006129.2,NA,NA,NA,NA,NA,NA,LILRB1,SLC2A10
12120,NA,NA,NA,NA,AC073283.4,RPS19,NA,NA,NA,NA,NA,NA,LILRB4,EYA2
12121,NA,NA,NA,NA,BCYRN1,ARHGEF1,NA,NA,NA,NA,NA,NA,CTB-61M7.2,RP11-112L6.4
12122,NA,NA,NA,NA,EFEMP1,RABAC1,NA,NA,NA,NA,NA,NA,RDH13,CYP24A1
12123,NA,NA,NA,NA,MEIS1,ZNF574,NA,NA,NA,NA,NA,NA,EPS8L1,PHACTR3
12124,NA,NA,NA,NA,ANTXR1,POU2F2,NA,NA,NA,NA,NA,NA,PPP1R12C,PPP1R3D
12125,NA,NA,NA,NA,CYP26B1,DEDD2,NA,NA,NA,NA,NA,NA,TNNT1,CDH26
12126,NA,NA,NA,NA,THNSL2,ZNF526,NA,NA,NA,NA,NA,NA,TMEM86B,RP11-157P1.4
12127,NA,NA,NA,NA,PROM2,GSK3A,NA,NA,NA,NA,NA,NA,PPP6R1,HAR1A
12128,NA,NA,NA,NA,SULT1C2,ERF,NA,NA,NA,NA,NA,NA,HSPBP1,MISP
12129,NA,NA,NA,NA,SH3RF3,CIC,NA,NA,NA,NA,NA,NA,BRSK1,C19orf26
12130,NA,NA,NA,NA,LINC01106,PAFAH1B3,NA,NA,NA,NA,NA,NA,SUV420H2,CTXN1
12131,NA,NA,NA,NA,INHBB,PRR19,NA,NA,NA,NA,NA,NA,RPL28,RGL3
12132,NA,NA,NA,NA,RP11-725P16.2,MEGF8,NA,NA,NA,NA,NA,NA,UBE2S,CNN1
12133,NA,NA,NA,NA,PLA2R1,CNFN,NA,NA,NA,NA,NA,NA,ISOC2,CACNA1A
12134,NA,NA,NA,NA,ITGB6,LIPE-AS1,NA,NA,NA,NA,NA,NA,ZNF628,PTGER1
12135,NA,NA,NA,NA,FAP,LIPE,NA,NA,NA,NA,NA,NA,NAT14,SYDE1
12136,NA,NA,NA,NA,BBS5,CEACAM1,NA,NA,NA,NA,NA,NA,SSC5D,NOTCH3
12137,NA,NA,NA,NA,AC009336.24,LYPD3,NA,NA,NA,NA,NA,NA,FIZ1,EPHX3
12138,NA,NA,NA,NA,LINC01117,PHLDB3,NA,NA,NA,NA,NA,NA,ZNF524,C19orf44
12139,NA,NA,NA,NA,PDE1A,ETHE1,NA,NA,NA,NA,NA,NA,ZNF865,PDE4C
12140,NA,NA,NA,NA,COL5A2,ZNF575,NA,NA,NA,NA,NA,NA,ZNF784,CTD-2538C1.2
12141,NA,NA,NA,NA,PARD3B,XRCC1,NA,NA,NA,NA,NA,NA,ZNF580,LRP3
12142,NA,NA,NA,NA,MAP2,PINLYP,NA,NA,NA,NA,NA,NA,ZNF581,WTIP
12143,NA,NA,NA,NA,HTR2B,IRGQ,NA,NA,NA,NA,NA,NA,CCDC106,LGI4
12144,NA,NA,NA,NA,NPPC,ZNF576,NA,NA,NA,NA,NA,NA,U2AF2,HSPB6
12145,NA,NA,NA,NA,NGEF,ZNF428,NA,NA,NA,NA,NA,NA,EPN1,AC005789.11
12146,NA,NA,NA,NA,ACKR3,CADM4,NA,NA,NA,NA,NA,NA,ZNF787,PRX
12147,NA,NA,NA,NA,ANO7,PLAUR,NA,NA,NA,NA,NA,NA,ZNF444,CEACAM6
12148,NA,NA,NA,NA,EGOT,SMG9,NA,NA,NA,NA,NA,NA,ZSCAN5A,CXCL17
12149,NA,NA,NA,NA,LINC00312,KCNN4,NA,NA,NA,NA,NA,NA,ZNF582,AC074212.5
12150,NA,NA,NA,NA,SSUH2,ZNF283,NA,NA,NA,NA,NA,NA,ZNF582-AS1,SIX5
12151,NA,NA,NA,NA,HRH1,ZNF404,NA,NA,NA,NA,NA,NA,ZNF583,AC006262.5
12152,NA,NA,NA,NA,TIMP4,RP11-15A1.3,NA,NA,NA,NA,NA,NA,ZNF667,HIF3A
12153,NA,NA,NA,NA,TMEM158,ZNF45,NA,NA,NA,NA,NA,NA,ZNF667-AS1,DACT3
12154,NA,NA,NA,NA,PRICKLE2,ZNF155,NA,NA,NA,NA,NA,NA,ZFP28,SULT2B1
12155,NA,NA,NA,NA,MTRNR2L12,ZNF230,NA,NA,NA,NA,NA,NA,ZNF71,HRC
12156,NA,NA,NA,NA,DCBLD2,ZNF222,NA,NA,NA,NA,NA,NA,ZNF264,ADM5
12157,NA,NA,NA,NA,ABI3BP,ZNF223.1,NA,NA,NA,NA,NA,NA,AURKC,CPT1C
12158,NA,NA,NA,NA,LINC00883,ZNF284,NA,NA,NA,NA,NA,NA,ZNF805,C19orf81
12159,NA,NA,NA,NA,RP11-572C15.6,ZNF224,NA,NA,NA,NA,NA,NA,CTC-444N24.8,KLK6
12160,NA,NA,NA,NA,BOC,ZNF234,NA,NA,NA,NA,NA,NA,ZNF460,KLK10
12161,NA,NA,NA,NA,ZDHHC23,ZNF226,NA,NA,NA,NA,NA,NA,CTC-444N24.11,ZNF415
12162,NA,NA,NA,NA,TXNRD3,ZNF227,NA,NA,NA,NA,NA,NA,ZNF543,CDC42EP5
12163,NA,NA,NA,NA,ACKR4,ZNF235,NA,NA,NA,NA,NA,NA,ZNF304,ZNF579
12164,NA,NA,NA,NA,AMOTL2,ZNF180,NA,NA,NA,NA,NA,NA,TRAPPC2P1,SEPT5
12165,NA,NA,NA,NA,TRPC1,PVR,NA,NA,NA,NA,NA,NA,ZNF548,ARVCF
12166,NA,NA,NA,NA,TM4SF1-AS1,BCL3,NA,NA,NA,NA,NA,NA,ZNF17,LL22NC03-N27C7.1
12167,NA,NA,NA,NA,P2RY1,BCAM,NA,NA,NA,NA,NA,NA,ZNF749,MMP11
12168,NA,NA,NA,NA,RP11-38P22.2,PVRL2,NA,NA,NA,NA,NA,NA,ZNF419,SUSD2
12169,NA,NA,NA,NA,MME,TOMM40,NA,NA,NA,NA,NA,NA,ZNF773,GGT5
12170,NA,NA,NA,NA,VEPH1,APOE,NA,NA,NA,NA,NA,NA,ZNF549,MN1
12171,NA,NA,NA,NA,RARRES1,APOC1,NA,NA,NA,NA,NA,NA,ZNF550,ZNRF3
12172,NA,NA,NA,NA,IQCJ-SCHIP1,APOC2,NA,NA,NA,NA,NA,NA,ZIK1,KREMEN1
12173,NA,NA,NA,NA,SCHIP1,CLPTM1,NA,NA,NA,NA,NA,NA,ZNF530,LARGE
12174,NA,NA,NA,NA,ARL14,RELB,NA,NA,NA,NA,NA,NA,ZNF134,RASD2
12175,NA,NA,NA,NA,CLDN11,CLASRP,NA,NA,NA,NA,NA,NA,ZNF211,FAM227A
12176,NA,NA,NA,NA,PP13439,ZNF296,NA,NA,NA,NA,NA,NA,ZNF551,FBLN1
12177,NA,NA,NA,NA,MASP1,GEMIN7,NA,NA,NA,NA,NA,NA,ZNF154,AP000330.8
12178,NA,NA,NA,NA,LPP-AS2,MARK4,NA,NA,NA,NA,NA,NA,ZNF671,TFF2
12179,NA,NA,NA,NA,AC046143.3,PPP1R37,NA,NA,NA,NA,NA,NA,ZNF776,TFF1
12180,NA,NA,NA,NA,APOD,TRAPPC6A,NA,NA,NA,NA,NA,NA,ZNF586,PNRC2.1
12181,NA,NA,NA,NA,HTRA3,BLOC1S3,NA,NA,NA,NA,NA,NA,ZNF552,TRABD2B
12182,NA,NA,NA,NA,SOD3,ERCC2,NA,NA,NA,NA,NA,NA,ZNF587B,FAM150B
12183,NA,NA,NA,NA,PCDH7,PPP1R13L,NA,NA,NA,NA,NA,NA,ZNF814,GDF7
12184,NA,NA,NA,NA,APBB2,CD3EAP,NA,NA,NA,NA,NA,NA,ZNF587,AC012065.7
12185,NA,NA,NA,NA,SPATA18,ERCC1,NA,NA,NA,NA,NA,NA,ZNF417,ACTG2
12186,NA,NA,NA,NA,PDGFRA,FOSB,NA,NA,NA,NA,NA,NA,ZNF256,ATOH8
12187,NA,NA,NA,NA,FDCSP,RTN2,NA,NA,NA,NA,NA,NA,ZNF606,REEP1
12188,NA,NA,NA,NA,NPNT,PPM1N,NA,NA,NA,NA,NA,NA,CTD-2368P22.1,ST6GAL2
12189,NA,NA,NA,NA,SYNPO2,VASP,NA,NA,NA,NA,NA,NA,ZSCAN18,PLCD4
12190,NA,NA,NA,NA,FGF2,OPA3,NA,NA,NA,NA,NA,NA,ZNF329,ADAMTS9-AS2
12191,NA,NA,NA,NA,GLRB,EML2,NA,NA,NA,NA,NA,NA,ZNF274,SEMA5B
12192,NA,NA,NA,NA,FAT1,C19orf83,NA,NA,NA,NA,NA,NA,ZNF544,ADCY5
12193,NA,NA,NA,NA,NKD2,GIPR,NA,NA,NA,NA,NA,NA,CTD-3138B18.5,AGTR1
12194,NA,NA,NA,NA,SNHG18,SNRPD2,NA,NA,NA,NA,NA,NA,AC010642.1,C3orf80
12195,NA,NA,NA,NA,RP11-215G15.5,FBXO46,NA,NA,NA,NA,NA,NA,A1BG,PPARGC1A
12196,NA,NA,NA,NA,PDZD2,DMPK,NA,NA,NA,NA,NA,NA,A1BG-AS1,RNF150
12197,NA,NA,NA,NA,NPR3,DMWD,NA,NA,NA,NA,NA,NA,ZNF837,DCLK2
12198,NA,NA,NA,NA,CTD-2263F21.1,SYMPK,NA,NA,NA,NA,NA,NA,RPS5,AADAT
12199,NA,NA,NA,NA,LIFR-AS1,FOXA3,NA,NA,NA,NA,NA,NA,ZNF584,PRLR
12200,NA,NA,NA,NA,CTD-2127H9.1,IRF2BP1,NA,NA,NA,NA,NA,NA,CTD-2619J13.14,GHR
12201,NA,NA,NA,NA,RP11-53O19.1,MYPOP,NA,NA,NA,NA,NA,NA,ZNF324B,MTRNR2L2
12202,NA,NA,NA,NA,GPX8,CCDC61,NA,NA,NA,NA,NA,NA,ZNF324,CKMT2
12203,NA,NA,NA,NA,RNF180,PPP5C,NA,NA,NA,NA,NA,NA,ZNF446,PCDHB4
12204,NA,NA,NA,NA,ARHGEF28,PPP5D1,NA,NA,NA,NA,NA,NA,SLC27A5,PCDHB16
12205,NA,NA,NA,NA,EDIL3,CALM3,NA,NA,NA,NA,NA,NA,ZBTB45,ELOVL2
12206,NA,NA,NA,NA,RGMB,PRKD2,NA,NA,NA,NA,NA,NA,TRIM28,RBM24
12207,NA,NA,NA,NA,LOX,STRN4,NA,NA,NA,NA,NA,NA,CHMP2A,ID4
12208,NA,NA,NA,NA,SLC22A4,FKRP,NA,NA,NA,NA,NA,NA,UBE2M,MOCS1
12209,NA,NA,NA,NA,CXCL14,SLC1A5,NA,NA,NA,NA,NA,NA,AC016629.8,MRAP2
12210,NA,NA,NA,NA,SPOCK1,AP2S1,NA,NA,NA,NA,NA,NA,MZF1,SOBP
12211,NA,NA,NA,NA,NME5,ARHGAP35,NA,NA,NA,NA,NA,NA,IL17RA,PARK2
12212,NA,NA,NA,NA,LRRTM2,NPAS1,NA,NA,NA,NA,NA,NA,CECR5,ZNF853
12213,NA,NA,NA,NA,NRG2,TMEM160,NA,NA,NA,NA,NA,NA,CECR1,ADCY1
12214,NA,NA,NA,NA,PCDHB10,ZC3H4,NA,NA,NA,NA,NA,NA,ATP6V1E1,LRRC17
12215,NA,NA,NA,NA,PCDH1,SAE1,NA,NA,NA,NA,NA,NA,BCL2L13,PTN
12216,NA,NA,NA,NA,SPRY4,BBC3,NA,NA,NA,NA,NA,NA,BID,ARHGAP6
12217,NA,NA,NA,NA,SPINK5,CCDC9,NA,NA,NA,NA,NA,NA,MICAL3,PCSK1N
12218,NA,NA,NA,NA,FGF18,PRR24,NA,NA,NA,NA,NA,NA,PEX26,RAB9B
12219,NA,NA,NA,NA,SH3PXD2B,C5AR1,NA,NA,NA,NA,NA,NA,USP18,GABRE
12220,NA,NA,NA,NA,TRIM7,DHX34,NA,NA,NA,NA,NA,NA,DGCR6,GATA4
12221,NA,NA,NA,NA,RP1-40E16.12,KPTN,NA,NA,NA,NA,NA,NA,DGCR2,ZFHX4
12222,NA,NA,NA,NA,RP11-420L9.5,NAPA-AS1,NA,NA,NA,NA,NA,NA,DGCR14,PTPRD
12223,NA,NA,NA,NA,RP3-512B11.3,NAPA,NA,NA,NA,NA,NA,NA,SLC25A1,AQP7
12224,NA,NA,NA,NA,PSORS1C1,GLTSCR1,NA,NA,NA,NA,NA,NA,HIRA,GARNL3
12225,NA,NA,NA,NA,MDFI,EHD2,NA,NA,NA,NA,NA,NA,C22orf39,ITIH5
12226,NA,NA,NA,NA,FRS3,GLTSCR2,NA,NA,NA,NA,NA,NA,MRPL40,STOX1
12227,NA,NA,NA,NA,CYP39A1,SEPW1,NA,NA,NA,NA,NA,NA,UFD1L,MYOZ1
12228,NA,NA,NA,NA,PTCHD4,SULT2A1,NA,NA,NA,NA,NA,NA,CLDN5,ADRA2A
12229,NA,NA,NA,NA,C6orf141,PLA2G4C,NA,NA,NA,NA,NA,NA,GNB1L,FIBIN
12230,NA,NA,NA,NA,GSTA2,LIG1,NA,NA,NA,NA,NA,NA,C22orf29,CDON
12231,NA,NA,NA,NA,COL21A1,C19orf68,NA,NA,NA,NA,NA,NA,TXNRD2,NRIP2
12232,NA,NA,NA,NA,LINC00472,CARD8,NA,NA,NA,NA,NA,NA,COMT,SLC2A14
12233,NA,NA,NA,NA,COL12A1,EMP3,NA,NA,NA,NA,NA,NA,TANGO2,RP11-793H13.10
12234,NA,NA,NA,NA,HMGN3-AS1,TMEM143,NA,NA,NA,NA,NA,NA,DGCR8,ITGA7
12235,NA,NA,NA,NA,LCA5,KDELR1,NA,NA,NA,NA,NA,NA,TRMT2A,NTS
12236,NA,NA,NA,NA,ANKRD6,GRWD1,NA,NA,NA,NA,NA,NA,RANBP1,MSI1
12237,NA,NA,NA,NA,RP1-142L7.8,KCNJ14,NA,NA,NA,NA,NA,NA,ZDHHC8,TNFRSF19
12238,NA,NA,NA,NA,KIAA1244,CYTH2,NA,NA,NA,NA,NA,NA,DGCR6L,WASF3
12239,NA,NA,NA,NA,SAMD5,LMTK3,NA,NA,NA,NA,NA,NA,AC023490.1,RP11-173B14.5
12240,NA,NA,NA,NA,LRP11,RPL18,NA,NA,NA,NA,NA,NA,ZNF74,GPC6
12241,NA,NA,NA,NA,SMOC2,SPHK2,NA,NA,NA,NA,NA,NA,KLHL22,AL132709.5
12242,NA,NA,NA,NA,THBS2,DBP,NA,NA,NA,NA,NA,NA,MED15,SEMA6D
12243,NA,NA,NA,NA,AC007009.1,CA11,NA,NA,NA,NA,NA,NA,PI4KA,LINGO1
12244,NA,NA,NA,NA,ETV1,MAMSTR,NA,NA,NA,NA,NA,NA,SERPIND1,CACNA1H
12245,NA,NA,NA,NA,AGR2,RASIP1,NA,NA,NA,NA,NA,NA,SNAP29,WFDC1
12246,NA,NA,NA,NA,HOXA1,BCAT2,NA,NA,NA,NA,NA,NA,CRKL,SMTNL2
12247,NA,NA,NA,NA,HOXA2,HSD17B14,NA,NA,NA,NA,NA,NA,XXbac-B135H6.15,GJC1
12248,NA,NA,NA,NA,HOXA3,PLEKHA4,NA,NA,NA,NA,NA,NA,LZTR1,TMEM74B
12249,NA,NA,NA,NA,FAM188B,PPP1R15A,NA,NA,NA,NA,NA,NA,THAP7,SNAP25
12250,NA,NA,NA,NA,EGFR,NUCB1,NA,NA,NA,NA,NA,NA,THAP7-AS1,CLIP3
12251,NA,NA,NA,NA,MAGI2,BAX,NA,NA,NA,NA,NA,NA,HIC2,MEIS3
12252,NA,NA,NA,NA,SEMA3A,FTL,NA,NA,NA,NA,NA,NA,TMEM191C,ZNF471
12253,NA,NA,NA,NA,STEAP1,GYS1,NA,NA,NA,NA,NA,NA,UBE2L3,ZNF135
12254,NA,NA,NA,NA,STEAP2,RUVBL2,NA,NA,NA,NA,NA,NA,YDJC,PLA2G2A
12255,NA,NA,NA,NA,C7orf63,SNRNP70,NA,NA,NA,NA,NA,NA,SDF2L1,PLA2G5
12256,NA,NA,NA,NA,COL1A2,LIN7B,NA,NA,NA,NA,NA,NA,PPIL2,PODN
12257,NA,NA,NA,NA,DYNC1I1,C19orf73,NA,NA,NA,NA,NA,NA,YPEL1,L1TD1
12258,NA,NA,NA,NA,UPK3BL,PPFIA3,NA,NA,NA,NA,NA,NA,MAPK1,GSTM5
12259,NA,NA,NA,NA,NRCAM,TRPM4,NA,NA,NA,NA,NA,NA,PPM1F,NGF
12260,NA,NA,NA,NA,FOXP2,CD37,NA,NA,NA,NA,NA,NA,LL22NC03-86G7.1,ATP1A2
12261,NA,NA,NA,NA,CADPS2,TEAD2,NA,NA,NA,NA,NA,NA,TOP3B,RGS4
12262,NA,NA,NA,NA,LRRC4,PIH1D1,NA,NA,NA,NA,NA,NA,LL22NC03-2H8.5,FMO2
12263,NA,NA,NA,NA,FLNC,ALDH16A1,NA,NA,NA,NA,NA,NA,IGLL5,DNM3OS
12264,NA,NA,NA,NA,RP11-180C16.1,FLT3LG,NA,NA,NA,NA,NA,NA,RAB36,PRG4
12265,NA,NA,NA,NA,KIAA1549,RPL13A,NA,NA,NA,NA,NA,NA,BCR,LMOD1
12266,NA,NA,NA,NA,DENND2A,RPS11,NA,NA,NA,NA,NA,NA,RGL4,ACTN2
12267,NA,NA,NA,NA,ZNF777,FCGRT,NA,NA,NA,NA,NA,NA,CHCHD10,CHRM3
12268,NA,NA,NA,NA,MXRA5,RCN3,NA,NA,NA,NA,NA,NA,SMARCB1,RFTN2
12269,NA,NA,NA,NA,GPR143,NOSIP,NA,NA,NA,NA,NA,NA,DERL3,CNTN4
12270,NA,NA,NA,NA,SHROOM2,PRRG2,NA,NA,NA,NA,NA,NA,SLC2A11,SLC6A1
12271,NA,NA,NA,NA,PRRG1,PRR12,NA,NA,NA,NA,NA,NA,MIF,ITGA9
12272,NA,NA,NA,NA,JADE3,RRAS,NA,NA,NA,NA,NA,NA,DDT,PTH1R
12273,NA,NA,NA,NA,FGD1,SCAF1,NA,NA,NA,NA,NA,NA,GSTT1,TMEM110-MUSTN1
12274,NA,NA,NA,NA,USP51,IRF3,NA,NA,NA,NA,NA,NA,CABIN1,RP11-129B22.1
12275,NA,NA,NA,NA,EDA,BCL2L12,NA,NA,NA,NA,NA,NA,SPECC1L,EPHA3
12276,NA,NA,NA,NA,PHKA1,PRMT1,NA,NA,NA,NA,NA,NA,ADORA2A,C3orf70
12277,NA,NA,NA,NA,SLC16A2,AP2A1,NA,NA,NA,NA,NA,NA,GUCD1,C1QTNF7
12278,NA,NA,NA,NA,KLHL4,FUZ,NA,NA,NA,NA,NA,NA,SNRPD3,LGI2
12279,NA,NA,NA,NA,GPRASP2,MED25,NA,NA,NA,NA,NA,NA,GGT1,UNC5C
12280,NA,NA,NA,NA,BHLHB9,PTOV1-AS1,NA,NA,NA,NA,NA,NA,KIAA1671,PCDH18
12281,NA,NA,NA,NA,COL4A5,PTOV1,NA,NA,NA,NA,NA,NA,LRP5L,HAND2
12282,NA,NA,NA,NA,IL13RA2,PNKP,NA,NA,NA,NA,NA,NA,ADRBK2,HAND2-AS1
12283,NA,NA,NA,NA,MAMLD1,AKT1S1,NA,NA,NA,NA,NA,NA,HPS4,SEMA5A
12284,NA,NA,NA,NA,SPRY3,TBC1D17,NA,NA,NA,NA,NA,NA,SRRD,FBXL7
12285,NA,NA,NA,NA,KIAA1456,IL4I1,NA,NA,NA,NA,NA,NA,TFIP11,EGFLAM
12286,NA,NA,NA,NA,SLC7A2,NUP62,NA,NA,NA,NA,NA,NA,CTA-445C9.15,RGS7BP
12287,NA,NA,NA,NA,TNFRSF10C,ATF5,NA,NA,NA,NA,NA,NA,TPST2,AC131025.8
12288,NA,NA,NA,NA,SCARA3,VRK3,NA,NA,NA,NA,NA,NA,MIAT,SLIT3
12289,NA,NA,NA,NA,SNAI2,ZNF473,NA,NA,NA,NA,NA,NA,CTA-211A9.5,ADAMTS2
12290,NA,NA,NA,NA,CYP7B1,MYH14,NA,NA,NA,NA,NA,NA,PITPNB,SCGN
12291,NA,NA,NA,NA,SULF1,KCNC3,NA,NA,NA,NA,NA,NA,TTC28,DAAM2
12292,NA,NA,NA,NA,SYBU,NR1H2,NA,NA,NA,NA,NA,NA,CHEK2,HMGCLL1
12293,NA,NA,NA,NA,HAS2,POLD1,NA,NA,NA,NA,NA,NA,HSCB,BAI3
12294,NA,NA,NA,NA,POU5F1B,SPIB,NA,NA,NA,NA,NA,NA,CCDC117,FAM26E
12295,NA,NA,NA,NA,GSDMC,EMC10,NA,NA,NA,NA,NA,NA,XBP1,FAM162B
12296,NA,NA,NA,NA,KHDRBS3,JOSD2,NA,NA,NA,NA,NA,NA,CTA-292E10.6,HEY2
12297,NA,NA,NA,NA,PSCA,ASPDH,NA,NA,NA,NA,NA,NA,EMID1,TCF21
12298,NA,NA,NA,NA,LY6K,CLEC11A,NA,NA,NA,NA,NA,NA,RHBDD3,AC018647.3
12299,NA,NA,NA,NA,LYNX1,C19orf48,NA,NA,NA,NA,NA,NA,EWSR1,AMPH
12300,NA,NA,NA,NA,LY6D,KLK1,NA,NA,NA,NA,NA,NA,GAS2L1,CTB-167B5.2
12301,NA,NA,NA,NA,TIGD5,VSIG10L,NA,NA,NA,NA,NA,NA,AP1B1,WNK3
12302,NA,NA,NA,NA,TUSC1,ETFB,NA,NA,NA,NA,NA,NA,THOC5,HEPH
12303,NA,NA,NA,NA,PRSS3,CLDND2,NA,NA,NA,NA,NA,NA,NIPSNAP1,TCEAL7
12304,NA,NA,NA,NA,RUSC2,NKG7,NA,NA,NA,NA,NA,NA,NF2,C8orf48
12305,NA,NA,NA,NA,HRCT1,ZNF175,NA,NA,NA,NA,NA,NA,ZMAT5,LPL
12306,NA,NA,NA,NA,LINC00961,FPR1,NA,NA,NA,NA,NA,NA,UQCR10,LZTS1
12307,NA,NA,NA,NA,CNTNAP3,ZNF577,NA,NA,NA,NA,NA,NA,ASCC2,PNMA2
12308,NA,NA,NA,NA,CNTNAP3B,ZNF649,NA,NA,NA,NA,NA,NA,MTMR3,RUNX1T1
12309,NA,NA,NA,NA,RP11-381O7.3,ZNF613,NA,NA,NA,NA,NA,NA,LIF,ZFPM2
12310,NA,NA,NA,NA,FAM189A2,ZNF350,NA,NA,NA,NA,NA,NA,OSM,FAM27E3
12311,NA,NA,NA,NA,APBA1,ZNF615,NA,NA,NA,NA,NA,NA,GATSL3,LHX2
12312,NA,NA,NA,NA,NTRK2,ZNF614,NA,NA,NA,NA,NA,NA,TBC1D10A,LAMC3
12313,NA,NA,NA,NA,GAS1,ZNF432,NA,NA,NA,NA,NA,NA,SF3A1,CACNB2
12314,NA,NA,NA,NA,ASPN,ZNF841,NA,NA,NA,NA,NA,NA,CCDC157,FAM13C
12315,NA,NA,NA,NA,TMEM246,ZNF616,NA,NA,NA,NA,NA,NA,SEC14L2,CPXM2
12316,NA,NA,NA,NA,TNC,ZNF836,NA,NA,NA,NA,NA,NA,MTFP1,MUC6
12317,NA,NA,NA,NA,TTLL11,PPP2R1A,NA,NA,NA,NA,NA,NA,RP4-539M6.22,OLFML1
12318,NA,NA,NA,NA,OLFML2A,ZNF766,NA,NA,NA,NA,NA,NA,PES1,PAMR1
12319,NA,NA,NA,NA,ANGPTL2,ZNF480,NA,NA,NA,NA,NA,NA,TCN2,CHST1
12320,NA,NA,NA,NA,FIBCD1,ZNF880,NA,NA,NA,NA,NA,NA,SLC35E4,NRXN2
12321,NA,NA,NA,NA,ADAMTSL2,ZNF528,NA,NA,NA,NA,NA,NA,DUSP18,GUCY1A2
12322,NA,NA,NA,NA,PPP1R26,ZNF808,NA,NA,NA,NA,NA,NA,MORC2-AS1,HSPB2
12323,NA,NA,NA,NA,DNLZ,ZNF701,NA,NA,NA,NA,NA,NA,MORC2,CACNA1C
12324,NA,NA,NA,NA,ENTPD2,ZNF83,NA,NA,NA,NA,NA,NA,TUG1,ART4
12325,NA,NA,NA,NA,PRR26,ZNF611,NA,NA,NA,NA,NA,NA,SMTN,RERGL
12326,NA,NA,NA,NA,PROSER2,ZNF600,NA,NA,NA,NA,NA,NA,SELM,PDE3A
12327,NA,NA,NA,NA,CCDC3,ZNF28,NA,NA,NA,NA,NA,NA,RNF185,KCNJ8
12328,NA,NA,NA,NA,BEND7,ZNF468,NA,NA,NA,NA,NA,NA,LIMK2,ABCC9
12329,NA,NA,NA,NA,NEBL,ZNF320,NA,NA,NA,NA,NA,NA,PIK3IP1,SOX5
12330,NA,NA,NA,NA,CASC10,ZNF816,NA,NA,NA,NA,NA,NA,PATZ1,PPP1R1A
12331,NA,NA,NA,NA,BAMBI,ZNF160,NA,NA,NA,NA,NA,NA,DRG1,ACSS3
12332,NA,NA,NA,NA,FZD8,ZNF347,NA,NA,NA,NA,NA,NA,EIF4ENIF1,LRCOL1
12333,NA,NA,NA,NA,MSMB,ZNF665,NA,NA,NA,NA,NA,NA,SFI1,FAM124A
12334,NA,NA,NA,NA,PRKG1,ZNF677,NA,NA,NA,NA,NA,NA,PISD,DACH1
12335,NA,NA,NA,NA,JMJD1C-AS1,ZNF845,NA,NA,NA,NA,NA,NA,PRR14L,DACT1
12336,NA,NA,NA,NA,TACR2,ZNF525,NA,NA,NA,NA,NA,NA,DEPDC5,GALNT16
12337,NA,NA,NA,NA,COL13A1,ZNF765,NA,NA,NA,NA,NA,NA,YWHAH,C14orf180
12338,NA,NA,NA,NA,UNC5B,ZNF813,NA,NA,NA,NA,NA,NA,RTCB,CTD-2651B20.1
12339,NA,NA,NA,NA,CHST3,ZNF331,NA,NA,NA,NA,NA,NA,FBXO7,RASL12
12340,NA,NA,NA,NA,USP54,MYADM,NA,NA,NA,NA,NA,NA,TIMP3,CTD-2536I1.1
12341,NA,NA,NA,NA,ZNF503-AS1,NDUFA3,NA,NA,NA,NA,NA,NA,HMGXB4,CBLN1
12342,NA,NA,NA,NA,RP11-137H2.6,TFPT,NA,NA,NA,NA,NA,NA,TOM1,ZNF423
12343,NA,NA,NA,NA,LOXL4,PRPF31,NA,NA,NA,NA,NA,NA,HMOX1,FOXF1
12344,NA,NA,NA,NA,COL17A1,CNOT3,NA,NA,NA,NA,NA,NA,MCM5,ASPA
12345,NA,NA,NA,NA,HSPA12A,LENG1,NA,NA,NA,NA,NA,NA,APOL6,ATP1B2
12346,NA,NA,NA,NA,TACC2,TMC4,NA,NA,NA,NA,NA,NA,RBFOX2,CTC-297N7.5
12347,NA,NA,NA,NA,TTC40,MBOAT7,NA,NA,NA,NA,NA,NA,APOL3,MFAP4
12348,NA,NA,NA,NA,PKP3,TSEN34,NA,NA,NA,NA,NA,NA,APOL4,TMEM132E
12349,NA,NA,NA,NA,MUC5AC,RPS9,NA,NA,NA,NA,NA,NA,APOL2,SGCA
