B	CD4T	CD8T	DC	Endothelial	Epithelial	Fibroblast	Macrophage	Mast	Monocyte	Neurons	NK	NKT	Pericyte	Plasma
NA	NA	NA	NA	EMP3	KCNN4	ZNF385A	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	TLE4	JOSD2	UQCRQ	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	ABCC4	HSPD1	ABCA6	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	FABP1	MRPS25	BMP4	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	AIF1L	GHITM	RPL36A	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	CD68	ATP5G2	MEG3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	FADS3	HM13	TWIST2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	ST6GALNAC1	MYDGF	PLEKHA5	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	MFSD1	PLOD3	OLFML1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	KIAA1683	PTMS	RFC1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	SYNE1	TOMM20	C17orf58	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	LITAF	CTSE	PRSS23	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	GPANK1	CETN2	PLAGL1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	TPM2	HSPE1	CD302	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	GCHFR	ASPH	GLIPR2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	MAP4K2	NUDC	PSIP1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	MYL9	CLDN12	TTC3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NUPR1	PCBD1	RGS2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	FOXO3	HMGB1	ENTPD1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	MAFB	PDIA6	FKBP5	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	HEY1	DARS	DAB2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	RGS16	CTSD	IL7R	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	DKK3	IAH1	PIM1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	ACKR1	HDGF	HMGB2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	RARRES3	ACADVL	ATP2B1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	ANGPT2	NDUFS3	ID2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	LNX1	MED10	NDUFC2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	HRCT1	INF2	ABCA9	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	CYSLTR1	RPS3	MYOC	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	PTGDS	NDRG2	NPDC1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	GUCY1A3	RCN1	PHGDH	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	KLF11	SSBP1	KLF9	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	PALM	PSMA1	CAT	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	VWF	ARF6	MAMDC2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	LGALS1	LAMP1	HEG1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	BMX	CISD3	GLUD1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	GPIHBP1	TPSG1	SPRY2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	MRPL12	PLSCR1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NDUFA9	CREB5	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	DGKH	CCNG1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SLC39A4	RNASE4	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SEPT9	MEIS2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SYPL1	TCEAL7	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ZNF593	SAT1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	YWHAQ	RAN	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	BUD31	CEBPB	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	PKIG	DES	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ATRAID	TRIB1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NAA38	CTSK	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	BID	HMGN2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	GTF2I	MTRNR2L8	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ERH	SELM	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	LIMA1	IFIT1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	S100A14	HIF3A	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SYTL2	PGK1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	OLA1	LINC01082	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	BOLA3	ARPC3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	EPCAM	UQCR11	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	GMDS	SOCS1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	DPCD	TMED9	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	BANF1	MYL6	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	PSMB9	GSTA4	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SCO2	PODN	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TMEM59	GREM1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ZBTB7A	CKS1B	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	OAS1	RAMP2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SPPL2A	SFRP2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ADH5	HAPLN1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ASL	CALR	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	N4BP2L2	CXCL6	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SDHD	CUTA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TAF1D	UBB	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	C20orf27	RPS2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	DCXR	ASPA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	EIF2AK2	NPR1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ALKBH7	RNASET2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TBCA	UBC	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	KRT18	NRP1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	VMP1	RPS4Y1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CLU	RPL27A	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	DRAP1	TCF7L2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	LSM7	CYR61	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	PDE4C	TMED2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	VAMP2	ADAMTSL3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ANKRD10	OTUD6B-AS1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TUBA4A	GAS1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	UBAC1	SERF2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SUMO3	AHI1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	GAN	RP11-160E2.6	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	MT-ATP6	LY6H	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SPTBN1	GSTO1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CTGF	C1QTNF2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TMCO3	INTS6	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	MACF1	KCNMA1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	MRPL35	RPL4	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TPD52L2	SLC29A1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	MUC3A	CRBN	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	USMG5	ALDH9A1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	KHK	WDR74	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	MMP14	LITAF	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	RPL3	CLEC2B	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CKS1B	NAMPT	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CRB3	HSPA5	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ACSS2	WBP5	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	MT-CO1	C10orf10	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TMEM208	DDX5	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	PROM1	TSHZ2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CCDC12	RPS18	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CALD1	CETN3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SNRPD3	SVBP	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CMBL	MCOLN3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SDHA	OMD	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	PPP3CA	ACP5	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	PDHA1	CENPW	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	COX11	FKBP1A	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	HMGCL	TRIP10	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TMSB10	NDUFA4	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	FAM213A	CDKN2C	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	GPX1	DCLK1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	PIGT	NFIB	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	UBAC2	KRT222	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	GLRX3	CDC42EP2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	FAM207A	NCALD	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ECHDC1	MEST	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ABCC3	PTPRA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	RPLP1	TNFAIP6	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TSPAN13	STEAP1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	FAAP20	FAM13A	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CCT4	LINC01116	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ADAP1	RPS6	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TM9SF2	HEXIM1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ELOVL1	PPP1R14A	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	EEF1D	ID1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ATP6V0D1	NKX2-3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	EIF4A2	ARHGAP10	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	BIK	AKAP12	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CYCS	CXCR4	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	DAP	RPL27	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	VKORC1	ALDH1A3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CDKN1A	LAMA2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TMEM141	SAMHD1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ISCU	TNFSF10	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SURF4	RPL3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	FH	PLEKHH2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ALG5	TPT1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	EFNB1	TMEM55A	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	MRPL33	RCAN2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	PLEKHA1	CYP27A1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	S100A10	ITGBL1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	MZT1	PSMA7	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	HNRNPA0	PER1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	RPS6	CYGB	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SOX9	CFL2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NME1	GALNT16	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CCT5	P2RY1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	RPA3	MT-CO3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	EIF3M	SERPINF1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	PGRMC1	FAM46A	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NDUFB7	FAM107A	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	DSC2	IGHM	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ACSL5	TCEA3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	AKAP9	PLEKHF1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	VMA21	PHYHD1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ZCCHC10	NFKBIA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CCT3	SLC25A6	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NDUFS5	ECM2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ARGLU1	CLDN11	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NDUFAB1	IGSF10	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CALM1	RPS3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CLSTN1	HES1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CMSS1	FTH1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CHP1	TMEM258	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	KRCC1	NAAA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TMBIM4	RBMS3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TCEAL4	SSBP2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	MIB2	RORA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SDHC	PTPRS	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	DDX17	MT-CYB	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NUDT14	NID1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	H2AFY	CWF19L2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	BCAT2	SMOC2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	PSMA2	FUCA1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	COX6B1	MGLL	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	LINC00493	HMCN2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SOX4	TNFSF12	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	INSIG1	IER2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	C1QBP	SERPINE2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ARL14	CSF1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	RNF181	MTUS1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SNRPE	SMPDL3A	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	AK1	RGS16	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	JUND	COX7C	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TMEM183A	PXK	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TMEM258	SOCS3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SNHG15	RPLP0	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	RPL17	SPON2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SHMT2	IGSF8	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	PSMA3	A4GALT	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	RPL22L1	IL11RA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	MXD1	OSBPL1A	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	HERPUD1	RGMA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ADAR	FGF13	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SDHB	BOC	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CNBP	REV3L	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	COX6C	STMN2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CTBP1	ANKRD35	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	MKRN1	RPS4X	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	HADHA	F3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ABRACL	IL18	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SEPT2	EEF1B2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	RNF149	ERRFI1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ASCL2	TUBB	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ARHGDIA	APCDD1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	HIST1H1C	HLA-A	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SELK	SLC2A3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TRABD	KAZALD1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	BCL10	LPAR1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	PSMD7	RPS9	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	DCUN1D5	WWP1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SMAGP	HLA-DPA1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	COX7B	IGLC2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	HNRNPC	PDE1A	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ERN2	LRRC17	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NTMT1	EGFR	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	PSMD11	RPSA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	PSME1	SGCA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ST13	RUNX1T1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	RICTOR	LMBRD1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TMEM9B	TNFAIP2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	MRPL27	ATF3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NTHL1	DUSP1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SPTSSA	SLIT2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	DESI1	MT-ND3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	IDH3A	MMP2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	LRRFIP2	ARL4D	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	WDR34	OAF	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TMEM106B	MYLIP	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TMEM176B	C1QTNF7	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	DDRGK1	GADD45G	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	ANXA13	FAM110B	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	POLR2J3	EEF2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	KLF5	RPS26	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	C11orf58	RECK	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	PI3	SULT1A1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	VDAC1	EMP1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	SF3B5	PTGER4	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	VPS4B	CRYBG3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	YWHAG	HLA-DRB1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	METTL5	TRAC	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	FAM129B	SOCS2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NARS	GAS7	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	MPG	KAT6B	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	STIP1	CBR3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	HBB	FAIM2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CSE1L	ZNF397	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NUDT4	APBB1IP	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TSPAN8	MT-ND1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	HSBP1L1	GFRA1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CPNE1	SEMA3B	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	HMGB2	PLCB1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	MLEC	CCDC102B	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TRIM28	PIGR	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	CHPT1	SESTD1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	HNRNPA3	CRIP1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	IPO5	ADAM28	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	HSPBP1	PDE5A	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	TNFSF10	KIAA0040	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	POLD2	RARRES2	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	EPS8	PBX3	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	PAPOLA	GRK5	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	RANBP1	CASP1	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	LMAN2	CD63	NA	NA	NA	NA	NA	NA	NA	NA
